Nombre,CIF,Es Factura,Total,Invoice Num,Fecha,IVA 1,IVA 2
ticket1457.json,NaN,No,20.65,**rotacio**,19/05/2019,21,NaN
ticket1458.json,NaN,Si,4.25,Tarifa:,Invalid date,NaN,NaN
ticket1459.json,NaN,No,8224,NaN,18/05/2019,NaN,NaN
ticket146.json,NaN,No,0,NaN,04/11/2019,NaN,NaN
ticket1460.json,NaN,No,22.5,arigofrecidoporvocescom,18/05/2019,NaN,NaN
ticket1461.json,NaN,No,1.3,estacia,16/04/2019,21,NaN
ticket1462.json,NaN,No,1.9,estacia,16/04/2019,21,NaN
ticket1463.json,NaN,No,0.25,NaN,Invalid date,NaN,NaN
ticket1464.json,A28670396,No,0,NaN,16/05/2019,21,NaN
ticket1465.json,A28670396,No,0,NaN,16/05/2019,21,NaN
ticket1466.json,NaN,No,8331,NaN,20/03/2020,NaN,NaN
ticket1467.json,NaN,No,2,NaN,16/05/2019,NaN,NaN
ticket1468.json,NaN,No,8331,NaN,14/05/2019,NaN,NaN
ticket1469.json,NaN,No,8331,pedido,16/08/2010,NaN,NaN
ticket147.json,NaN,Si,22.8,coservesu,04/11/2019,NaN,NaN
ticket1470.json,NaN,No,2.8,266921-fecha:e-mail:prismacabriteria@gmailc,17/04/2019,21,NaN
ticket1471.json,NaN,No,3.14,266855fecha:e-mail:prismacabriteria@gmailc,12/04/2019,21,NaN
ticket1472.json,NaN,No,10.05,NaN,03/04/2020,NaN,NaN
ticket1473.json,NaN,No,6.1,plazovoluc15diascoserve,Invalid date,NaN,NaN
ticket1475.json,NaN,No,10,NaN,20/05/2019,NaN,NaN
ticket1476.json,NaN,No,29.99,pedidobsc17000o,20/03/2020,NaN,NaN
ticket1477.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1478.json,B18905182,No,58.5,comesales3,Invalid date,NaN,NaN
ticket1479.json,B18905182,No,7.5,NaN,Invalid date,NaN,NaN
ticket148.json,B09524349,No,10,NaN,05/11/2019,10,NaN
ticket1480.json,B18905182,No,30.4,NaN,Invalid date,10,NaN
ticket1481.json,NaN,Si,68.2,NaN,Invalid date,10,NaN
ticket1482.json,B18905182,Si,31.4,NaN,Invalid date,10,NaN
ticket1483.json,A28670396,No,0,NaN,30/04/2019,21,NaN
ticket1484.json,NaN,Si,6,empleado00001001pe005050,30/04/2019,10,NaN
ticket1485.json,NaN,No,4.05,NaN,30/04/2019,21,NaN
ticket1486.json,NaN,No,21,NaN,29/04/2019,21,NaN
ticket1487.json,NaN,No,21,NaN,20/03/2019,21,NaN
ticket1488.json,B18905182,Si,12.1,NaN,Invalid date,10,NaN
ticket1489.json,NaN,No,9.95,NaN,27/04/2019,NaN,NaN
ticket149.json,NaN,No,7.65,NaN,01/11/2019,NaN,NaN
ticket1490.json,B18905182,No,8.8,NaN,Invalid date,NaN,NaN
ticket1491.json,NaN,No,10,21117028733-veta,25/04/2019,21,NaN
ticket1492.json,A28354520,No,9.27,NaN,23/04/2019,21,NaN
ticket1493.json,NaN,No,10.4,NaN,01/04/1001,NaN,NaN
ticket1494.json,NaN,No,3.3,simplificada1653-11893,29/03/2019,NaN,NaN
ticket1495.json,A82492729,No,6.15,NaN,11/04/2019,21,NaN
ticket1496.json,NaN,No,1,NaN,02/04/2019,NaN,NaN
ticket1497.json,A82492729,No,0,NaN,11/04/2019,21,NaN
ticket1498.json,A28670396,No,7.45,NaN,27/03/2019,21,NaN
ticket1499.json,A28670396,No,7.45,NaN,27/03/2019,21,NaN
ticket15.json,NaN,No,0,NaN,26/12/2019,NaN,NaN
ticket150.json,A60526928,No,14.95,simplificada2600/0609/609,01/11/2019,21,NaN
ticket1500.json,A28670396,No,0,NaN,26/03/2019,21,NaN
ticket1501.json,A28670396,No,0,NaN,26/03/2019,21,NaN
ticket1502.json,NaN,No,9.9,t001/129080fecha,29/03/2019,10,NaN
ticket1503.json,NaN,No,3.35,estacia,18/04/2019,21,NaN
ticket1504.json,NaN,No,19.9,NaN,Invalid date,21,NaN
ticket1505.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1506.json,NaN,Si,0,"coservesu,esimprescindibleparacualquiervolución",14/05/2019,NaN,NaN
ticket1507.json,NaN,No,6,NaN,04/04/2019,21,NaN
ticket1508.json,NaN,No,14.5,NaN,20/03/2020,NaN,NaN
ticket1509.json,NaN,No,9.95,NaN,20/03/2020,21,NaN
ticket151.json,NaN,No,11.5,NaN,29/11/2019,10,NaN
ticket1510.json,NaN,No,0,"presetarelcompra,conel",Invalid date,NaN,NaN
ticket1511.json,NaN,No,1.95,"presetarelcompra,conel",Invalid date,NaN,NaN
ticket1512.json,NaN,Si,0,"coservesu,esimprescindibleparacualquiervolución",04/04/2019,21,NaN
ticket1513.json,NaN,No,0.87,NaN,12/05/2020,21,NaN
ticket1514.json,NaN,No,18.3,NaN,20/03/2020,NaN,NaN
ticket1515.json,NaN,No,0,NaN,Invalid date,NaN,NaN
ticket1516.json,NaN,No,2.5,NaN,27/03/2019,10,NaN
ticket1517.json,B06369656,No,10,NaN,17/04/2019,10,NaN
ticket1518.json,B86568947,No,2012,NaN,Invalid date,10,NaN
ticket1519.json,NaN,No,14.98,pagotarjetabacaria*,Invalid date,4,NaN
ticket152.json,B09524349,No,10,NaN,12/12/2019,10,NaN
ticket1520.json,NaN,No,90,NaN,19/04/2019,NaN,NaN
ticket1521.json,NaN,No,23.4,exijasu,Invalid date,10,NaN
ticket1522.json,NaN,No,0,udot3433564-dreciboff,20/03/2020,NaN,NaN
ticket1523.json,NaN,Si,10.9,NaN,18/04/2019,4,NaN
ticket1524.json,NaN,No,10.8,exijasu,12/04/2019,10,NaN
ticket1525.json,A78492782,Si,4.19,simpl,11/04/2019,4,NaN
ticket1526.json,A28670396,No,0,NaN,10/04/2019,NaN,NaN
ticket1527.json,A28670396,No,0,NaN,10/04/2019,NaN,NaN
ticket1528.json,A78492782,No,4.5,e/scaulia96805,Invalid date,21,NaN
ticket1529.json,NaN,No,3.9,simplificada201860000329177,15/05/2004,10,NaN
ticket153.json,A60526928,No,14.95,simplificada2420/0609/609,31/10/2019,21,NaN
ticket1530.json,NaN,No,15,NaN,04/04/2019,21,NaN
ticket1531.json,A95236840,No,90,**rotacio**,02/04/2019,21,NaN
ticket1532.json,NaN,No,90,pedido41816225,Invalid date,NaN,NaN
ticket154.json,NaN,No,90,Ticket Num:,Invalid date,NaN,NaN
ticket1549.json,NaN,No,8331,elcompracosasdebisuteriay,15/05/2019,NaN,NaN
ticket155.json,NaN,No,441.009,pedido50711601,Invalid date,NaN,NaN
ticket1550.json,B04751996,No,27.2,NaN,14/05/2019,10,NaN
ticket1551.json,NaN,No,8331,NaN,14/05/2019,NaN,NaN
ticket1552.json,NaN,No,30,NaN,14/05/2019,NaN,NaN
ticket1553.json,NaN,No,14.7,NaN,Invalid date,10,NaN
ticket1554.json,NaN,No,8331,NaN,10/05/2019,NaN,NaN
ticket1555.json,NaN,No,331,NaN,20/03/2020,21,NaN
ticket1556.json,NaN,No,33,NaN,15/05/2019,10,NaN
ticket1557.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1559.json,44284472L,No,5.2,"c/riodilar30,ave",14/05/2019,NaN,NaN
ticket156.json,B41974387,Si,46,NaN,25/10/2019,10,NaN
ticket1563.json,NaN,No,2.5,resetarencasoreclamacion,Invalid date,21,NaN
ticket1564.json,NaN,No,6.3,NaN,Invalid date,NaN,NaN
ticket1565.json,NaN,No,2,VENDEDOR 8,09/05/2019,NaN,NaN
ticket1566.json,NaN,No,0,colocarelformavisible,06/05/2019,NaN,NaN
ticket1567.json,NaN,No,0,colocarelformavisible,06/05/2019,NaN,NaN
ticket1568.json,B18410209,No,4.5,serie/,09/05/2019,10,NaN
ticket1569.json,NaN,No,30.2,NaN,29/04/2019,10,NaN
ticket157.json,NaN,No,20,NaN,22/10/2019,10,NaN
ticket1570.json,NaN,No,7.9,echasumi=fecha,29/04/2019,21,NaN
ticket1571.json,NaN,No,13,a/93780,24/04/2019,21,NaN
ticket1572.json,NaN,No,2,NaN,22/04/2029,10,NaN
ticket1573.json,NaN,No,6.9,NaN,26/04/2019,NaN,NaN
ticket1574.json,NaN,No,5.7,NaN,Invalid date,10,NaN
ticket1575.json,NaN,No,65.01,NaN,29/04/2019,NaN,NaN
ticket1576.json,NaN,No,73.3,NaN,29/04/2019,NaN,NaN
ticket1577.json,A82492729,No,0,NaN,08/04/2019,21,NaN
ticket1578.json,NaN,No,4.65,NaN,03/04/2019,NaN,NaN
ticket1579.json,NaN,No,8984,NaN,Invalid date,NaN,NaN
ticket158.json,NaN,No,10,NaN,19/10/2019,10,NaN
ticket1580.json,A82492729,No,0,NaN,03/04/2019,21,NaN
ticket1581.json,NaN,No,0,NaN,22/04/2019,10,NaN
ticket1582.json,NaN,No,4.05,NaN,26/04/2019,4,NaN
ticket1583.json,NaN,No,6.4,NaN,30/04/2019,10,NaN
ticket1584.json,NaN,No,192.106,98546,03/04/2019,21,NaN
ticket1585.json,NaN,No,5.2,144114,22/04/2019,10,NaN
ticket1586.json,A82492729,No,0,NaN,03/04/2019,21,NaN
ticket1587.json,NaN,No,12,1905789caja:11212,04/04/2010,10,NaN
ticket1588.json,A82492729,No,0,NaN,13/04/2019,21,NaN
ticket1589.json,A82492729,No,8.5,NaN,05/04/2019,NaN,NaN
ticket159.json,NaN,No,90,NaN,17/10/2019,10,NaN
ticket1590.json,NaN,No,4.65,NaN,08/04/2019,NaN,NaN
ticket1591.json,NaN,No,26.2,NaN,10/04/2019,NaN,NaN
ticket1592.json,NaN,No,0,NaN,08/04/2019,NaN,NaN
ticket1593.json,NaN,No,66.1,425566******8984026718#1121#00000001,Invalid date,10,NaN
ticket1594.json,NaN,No,0,NaN,11/04/2019,21,NaN
ticket1595.json,A82492729,No,0,NaN,12/04/2019,21,NaN
ticket1596.json,NaN,No,3,NaN,20/03/2020,10,NaN
ticket1599.json,B40257321,Si,133.16,lacompraseharamediantenalela,23/11/0133,NaN,NaN
ticket16.json,A82492729,No,0,NaN,26/12/2019,21,NaN
ticket160.json,A78492782,No,21.88,e/salcalapueblo15698,Invalid date,21,NaN
ticket1600.json,NaN,Si,0.56,",exceptoropa",01/04/2019,21,NaN
ticket1601.json,NaN,No,29.88,",exceptoropa",Invalid date,NaN,NaN
ticket1602.json,NaN,No,1.3,estacia,Invalid date,21,NaN
ticket1603.json,NaN,No,1.9,estacia,16/04/2019,21,NaN
ticket1604.json,NaN,No,15.7,plazovoluc15diascoserve,20/03/2020,NaN,NaN
ticket1605.json,A82492729,No,0,NaN,02/04/2019,21,NaN
ticket1606.json,A82492729,No,0,NaN,02/04/2019,21,NaN
ticket1608.json,B18410209,No,3.3,serie/,03/05/2019,10,NaN
ticket1609.json,NaN,No,0,#####,Invalid date,21,NaN
ticket161.json,B40245862,Si,110,cicolo5,23/11/2019,10,NaN
ticket1610.json,NaN,Si,218.49,NaN,03/05/2019,10,NaN
ticket1612.json,NaN,No,4.6,NaN,17/04/2019,NaN,NaN
ticket1613.json,NaN,No,8331,NaN,17/04/2019,NaN,NaN
ticket1614.json,NaN,No,4.6,NaN,16/04/2019,NaN,NaN
ticket1615.json,NaN,No,8331,NaN,16/04/2019,NaN,NaN
ticket1616.json,A82492729,No,0,NaN,16/04/2019,21,NaN
ticket1617.json,NaN,No,22.4,Tarjetas Manuales,16/04/2019,10,NaN
ticket1618.json,A82492729,No,0,NaN,17/04/2019,21,NaN
ticket1619.json,NaN,No,8331,NaN,17/04/2019,NaN,NaN
ticket162.json,NaN,No,90,t001/152315,28/09/2019,10,NaN
ticket1620.json,B18614644,No,4.5,NaN,Invalid date,NaN,NaN
ticket1621.json,NaN,No,21,comercio,02/04/2019,NaN,NaN
ticket1622.json,NaN,No,18.25,**etrada**,02/04/2019,NaN,NaN
ticket1623.json,A28337764,No,0,NaN,01/04/2019,21,NaN
ticket1624.json,A28425270,No,10.19,NaN,Invalid date,10,NaN
ticket1625.json,B06265821,No,13,NaN,30/04/2019,21,NaN
ticket1626.json,NaN,No,18.7,NaN,01/04/2019,10,NaN
ticket1627.json,A28670396,No,0,NaN,30/03/2019,21,NaN
ticket1628.json,A28670396,No,0,NaN,30/03/2019,21,NaN
ticket1629.json,NaN,No,3.25,NaN,29/03/2019,21,NaN
ticket163.json,NaN,No,16.2,Ticket Num:,27/09/2019,NaN,NaN
ticket1630.json,G41112087,No,10,NaN,29/03/2019,4,NaN
ticket1631.json,B90077850,No,12,REG CONCHI 27-03-2019 15:31,Invalid date,10,NaN
ticket1632.json,NaN,No,90,imptoesa78320736,26/03/2019,NaN,NaN
ticket1633.json,NaN,No,4.1,25-03-2019 08:25 553602,Invalid date,10,NaN
ticket1634.json,NaN,No,90,imptoesa78320736,25/03/2019,NaN,NaN
ticket1635.json,A28670396,No,0,NaN,25/03/2019,NaN,NaN
ticket1636.json,A28670396,No,0,NaN,25/03/2019,21,NaN
ticket1637.json,NaN,No,90,NaN,22/03/2019,NaN,NaN
ticket164.json,NaN,No,150,NaN,27/09/2019,NaN,NaN
ticket1641.json,A82492729,No,0.95,NaN,09/04/2019,21,NaN
ticket1642.json,NaN,No,22.1,NaN,13/04/2019,10,NaN
ticket1643.json,NaN,No,1.35,NaN,13/04/2019,NaN,NaN
ticket1644.json,A82492729,No,0,NaN,Invalid date,21,NaN
ticket1645.json,NaN,No,4.65,NaN,20/03/2020,NaN,NaN
ticket1646.json,B18410209,No,18.45,serie/,17/04/2019,NaN,NaN
ticket1647.json,A82492729,No,7,NaN,26/04/2019,21,NaN
ticket1648.json,NaN,Si,22.73,NaN,25/04/2019,NaN,NaN
ticket1649.json,E40139461,No,24.5,11099,Invalid date,NaN,NaN
ticket165.json,NaN,No,35,NaN,14/09/2020,NaN,NaN
ticket1650.json,NaN,No,22,NaN,17/04/2019,NaN,NaN
ticket1651.json,NaN,No,0,NaN,26/04/2017,NaN,NaN
ticket1652.json,NaN,No,0.55,NaN,17/04/2019,NaN,NaN
ticket1654.json,NaN,No,0,NaN,17/04/2019,NaN,NaN
ticket1655.json,NaN,No,0,um206671seriea,21/03/2019,NaN,NaN
ticket1656.json,NaN,No,16210,NaN,20/03/2020,4,NaN
ticket1657.json,B18905182,No,8331,NaN,20/03/2020,NaN,NaN
ticket1658.json,NaN,No,9.1,NaN,Invalid date,10,NaN
ticket1659.json,NaN,No,1.35,NaN,Invalid date,NaN,NaN
ticket166.json,NaN,No,90,Ticket Num:,30/09/2019,NaN,NaN
ticket1660.json,NaN,No,8331,NaN,02/04/2019,NaN,NaN
ticket1661.json,A82492729,No,0,NaN,02/04/2019,21,NaN
ticket1662.json,NaN,No,8331,NaN,05/04/2019,NaN,NaN
ticket1663.json,NaN,No,0,NaN,05/04/2019,NaN,NaN
ticket1664.json,NaN,No,0,NaN,05/04/2019,NaN,NaN
ticket1665.json,A82492729,No,0,NaN,05/04/2019,NaN,NaN
ticket1666.json,A82492729,No,0,NaN,08/04/2019,21,NaN
ticket1667.json,NaN,No,4.6,NaN,08/04/2019,NaN,NaN
ticket1668.json,NaN,No,1.3,NaN,08/04/2019,NaN,NaN
ticket1669.json,NaN,No,8331,NaN,08/04/2019,NaN,NaN
ticket167.json,A28425270,No,9.82,NaN,Invalid date,NaN,NaN
ticket1670.json,NaN,No,90.65,NaN,Invalid date,4,NaN
ticket1671.json,NaN,No,1.3,NaN,13/04/2019,NaN,NaN
ticket1672.json,NaN,No,0,NaN,13/04/2019,21,NaN
ticket1673.json,NaN,No,4.6,NaN,13/04/2019,NaN,NaN
ticket1676.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket168.json,A86212420,No,51,INVOICE NUMBER,25/09/2019,4,NaN
ticket1684.json,B87602264,No,21.45,**rotacio**,18/04/2019,21,NaN
ticket1685.json,33309672Z,No,3.6,000000338168,01/03/2004,10,NaN
ticket1686.json,NaN,No,1.6,"ribeirasacra,50",03/04/2019,NaN,NaN
ticket1687.json,NaN,No,0,NaN,04/04/2019,21,NaN
ticket1688.json,NaN,No,0,NaN,04/04/2019,21,NaN
ticket1689.json,NaN,No,4.4,NaN,Invalid date,10,NaN
ticket169.json,NaN,No,90,t001/409470fecha,26/09/2019,10,NaN
ticket1690.json,B34257410,No,10,21249982fecha:,05/04/2019,NaN,NaN
ticket1691.json,B34257410,No,10,NaN,05/04/2019,NaN,NaN
ticket1692.json,NaN,No,0,NaN,Invalid date,21,NaN
ticket1693.json,NaN,No,1357,NaN,20/03/2020,NaN,NaN
ticket1694.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1695.json,A13048434,No,6.8,NaN,10/04/2019,10,NaN
ticket17.json,NaN,No,0,NaN,26/12/2019,NaN,NaN
ticket170.json,NaN,No,90,NaN,29/09/2019,10,NaN
ticket1700.json,NaN,No,0,TIQUE,20/03/2020,NaN,NaN
ticket1701.json,B19591866,No,72,000229279,Invalid date,NaN,NaN
ticket1702.json,NaN,No,13.55,NaN,Invalid date,10,NaN
ticket1703.json,NaN,No,11.2,NaN,07/03/2019,NaN,NaN
ticket1704.json,NaN,No,11.2,NaN,29/03/2019,NaN,NaN
ticket1705.json,NaN,No,0,NaN,04/01/2002,21,NaN
ticket1706.json,NaN,No,0,NaN,Invalid date,21,NaN
ticket1707.json,NaN,No,0,NaN,Invalid date,21,NaN
ticket1709.json,NaN,No,11.1,"c/riodilor30,ave",10/04/2019,NaN,NaN
ticket171.json,NaN,No,90,NaN,26/09/2019,NaN,NaN
ticket1711.json,NaN,No,0,NaN,04/03/2010,NaN,NaN
ticket1714.json,NaN,No,5.7,NaN,02/04/2019,NaN,NaN
ticket1717.json,B18905182,Si,125.36,modalidaxpedietem,Invalid date,NaN,NaN
ticket1718.json,B18905182,Si,125.36,Clave: ME01 Ano: 2019 Concepto: SOLIC INTERNET MARCA O NOMBRE POR,Invalid date,NaN,NaN
ticket1719.json,NaN,No,22,NaN,05/04/2019,NaN,NaN
ticket172.json,NaN,No,9.5,NaN,30/09/2019,NaN,NaN
ticket1720.json,NaN,No,2,NaN,04/04/2019,NaN,NaN
ticket1721.json,NaN,No,3.7,c/joaquícosta38,20/03/2020,NaN,NaN
ticket1722.json,B06473581,No,10.5,NaN,05/04/2019,NaN,NaN
ticket1723.json,NaN,No,773,comesales,04/04/2019,10,NaN
ticket1724.json,NaN,No,0,16271/T! 001,04/04/2019,NaN,NaN
ticket1725.json,B24344384,No,12.5,NaN,03/04/2019,NaN,NaN
ticket1726.json,A82492729,No,0,NaN,03/04/2019,21,NaN
ticket1727.json,NaN,No,10.1,NaN,20/03/2020,NaN,NaN
ticket1729.json,NaN,No,0,NaN,26/03/2019,NaN,NaN
ticket173.json,NaN,No,9.9,1/69435,23/09/2019,NaN,NaN
ticket1731.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1732.json,A83052407,No,5.5,()icluido,Invalid date,21,NaN
ticket1739.json,NaN,No,11.84,NaN,Invalid date,10,NaN
ticket174.json,NaN,No,5.8,7115##,25/09/2019,NaN,NaN
ticket1740.json,NaN,No,16.55,NaN,16/03/2019,NaN,NaN
ticket1741.json,A82492729,No,0,NaN,16/03/2019,21,NaN
ticket1742.json,NaN,No,12.11,NaN,Invalid date,10,NaN
ticket1743.json,NaN,No,9.95,imptoescifa-60526928,14/03/2019,NaN,NaN
ticket1747.json,NaN,Si,8,spacho035027336,22/03/2019,10,NaN
ticket1748.json,NaN,No,13.45,2700650440,20/03/2019,10,NaN
ticket1749.json,A82492729,No,7,NaN,20/03/2020,21,NaN
ticket175.json,NaN,No,7.55,NaN,25/09/2019,4,NaN
ticket1750.json,A82492729,No,0,NaN,20/03/2020,21,NaN
ticket1751.json,NaN,No,8331,(copia),02/03/2020,NaN,NaN
ticket1752.json,NaN,No,80.2,frasimp1105,24/03/2019,10,NaN
ticket1753.json,B19530914,No,207,fhtd-d-03946,22/03/2019,NaN,NaN
ticket1754.json,B18796995,Si,0,NaN,Invalid date,NaN,NaN
ticket1755.json,A28670396,No,0,NaN,21/03/2019,21,NaN
ticket1756.json,NaN,No,0,NaN,Invalid date,NaN,NaN
ticket1757.json,NaN,No,0,NaN,20/03/2019,21,NaN
ticket1758.json,NaN,No,10.4,NaN,20/03/2019,21,NaN
ticket1759.json,NaN,No,21,simpl1tvtpv/2019051449,20/03/2019,21,NaN
ticket176.json,NaN,No,90,NaN,23/09/2019,NaN,NaN
ticket1760.json,NaN,No,90,NaN,19/03/2019,NaN,NaN
ticket1761.json,A28670396,No,0,NaN,19/03/2019,21,NaN
ticket1762.json,NaN,No,5,NaN,19/03/2019,NaN,NaN
ticket1763.json,NaN,No,23.2,NaN,19/03/2019,10,NaN
ticket1764.json,A28670396,No,0,NaN,19/03/2019,21,NaN
ticket1765.json,A28670396,No,0,NaN,15/03/2019,NaN,NaN
ticket1766.json,A28670396,No,0.2,NaN,15/03/2019,21,NaN
ticket1767.json,NaN,No,13.9,NaN,14/03/2019,NaN,NaN
ticket1768.json,A28425270,Si,6,NaN,Invalid date,4,NaN
ticket1769.json,NaN,No,10.15,NaN,Invalid date,10,NaN
ticket177.json,NaN,No,90,Ticket Num:,28/09/2019,NaN,NaN
ticket1770.json,A08225013,No,3.8,NaN,13/03/2010,10,NaN
ticket1771.json,NaN,No,0,NaN,12/03/2019,21,NaN
ticket1772.json,NaN,No,3.65,pagoph,01/12/2003,NaN,NaN
ticket1773.json,NaN,No,0,NaN,12/03/2019,21,NaN
ticket1774.json,A60526928,No,5.15,simplificada,Invalid date,21,NaN
ticket1775.json,NaN,No,10,NaN,12/03/2019,NaN,NaN
ticket1776.json,NaN,No,4,NaN,12/03/2019,10,NaN
ticket1777.json,NaN,No,90,pedido40933221,Invalid date,NaN,NaN
ticket1778.json,NaN,No,0,NaN,12/03/2019,21,NaN
ticket1779.json,NaN,No,90,pedido40909625,Invalid date,NaN,NaN
ticket178.json,NaN,No,12.3,NaN,26/09/2019,NaN,NaN
ticket1780.json,NaN,No,10.95,NaN,11/03/2019,10,NaN
ticket1781.json,NaN,No,7.65,NaN,07/03/2019,NaN,NaN
ticket1783.json,NaN,No,190,NaN,20/03/2020,NaN,NaN
ticket1784.json,NaN,No,90,NaN,07/03/2019,NaN,NaN
ticket1785.json,A28670396,No,0,NaN,02/03/2019,21,NaN
ticket1786.json,NaN,No,7.2,fclmi=fecha,02/03/2019,NaN,NaN
ticket1787.json,A28670396,No,0,NaN,02/03/2019,21,NaN
ticket1788.json,A28670396,No,0,NaN,01/03/2019,NaN,NaN
ticket1789.json,NaN,No,5017,fclmi=fecha,Invalid date,NaN,NaN
ticket179.json,A28670396,No,0,NaN,18/09/2019,21,NaN
ticket1790.json,A28090108,No,10.03,plazovoluc15diascoserve,Invalid date,NaN,NaN
ticket1791.json,A28670396,No,0,NaN,01/03/2019,21,NaN
ticket1792.json,A28670396,No,0,NaN,27/02/2019,21,NaN
ticket1793.json,NaN,No,90,imptoesa78320736,27/02/2019,10,NaN
ticket1794.json,A28090108,No,12.17,plazovoluc15diascoserve,Invalid date,NaN,NaN
ticket1795.json,NaN,No,2,NaN,27/02/2019,NaN,NaN
ticket1796.json,A28670396,No,0,NaN,27/02/2019,NaN,NaN
ticket1797.json,A28670396,No,0,NaN,26/02/2019,21,NaN
ticket1798.json,NaN,No,90,imptoesa78320736,26/02/2019,NaN,NaN
ticket1799.json,NaN,No,90,01792,26/02/2019,NaN,NaN
ticket18.json,NaN,No,0,NaN,27/12/2019,NaN,NaN
ticket180.json,A28670396,No,0,NaN,18/09/2019,21,NaN
ticket1800.json,A28670396,No,0,NaN,26/02/2019,NaN,NaN
ticket1801.json,NaN,No,90,imptoesa78320736,25/02/2019,NaN,NaN
ticket1802.json,NaN,No,90,NaN,25/02/2019,21,NaN
ticket1803.json,NaN,No,0.75,"1x0,75eas",Invalid date,NaN,NaN
ticket1804.json,NaN,No,7.2,NaN,19/03/2019,NaN,NaN
ticket1805.json,NaN,No,5.9,54560,16/03/2019,21,NaN
ticket1806.json,NaN,No,1.2,NaN,15/03/2019,NaN,NaN
ticket1807.json,NaN,No,9.95,NaN,Invalid date,21,NaN
ticket1808.json,NaN,No,45,NaN,19/03/2019,10,NaN
ticket1809.json,A86868189,No,0,NaN,22/03/2019,NaN,NaN
ticket181.json,NaN,Si,90,elblacoacreditaelpagolahabitacióntodosnuestrospreciossopconivaincluído,Invalid date,NaN,NaN
ticket1810.json,A86868189,No,6,NaN,20/03/2019,10,NaN
ticket1811.json,NaN,No,11.82,NaN,28/02/2019,10,NaN
ticket1812.json,NaN,No,8224,simplif059282fecha:,12/03/2019,10,NaN
ticket1813.json,NaN,No,8.2,NaN,12/03/2019,4,NaN
ticket1814.json,NaN,No,8224,NaN,14/03/2019,NaN,NaN
ticket1815.json,NaN,No,8224,NaN,28/02/2019,NaN,NaN
ticket1816.json,NaN,No,8224,NaN,28/02/2019,NaN,NaN
ticket1817.json,B87602264,No,21.45,**rotacio**,12/03/2019,21,NaN
ticket1818.json,A83052407,Si,14.9,NaN,Invalid date,NaN,NaN
ticket1819.json,NaN,No,2,NaN,14/03/2019,NaN,NaN
ticket182.json,A28354520,Si,40,Fecha.........,29/09/2019,21,NaN
ticket1820.json,NaN,No,8422,NaN,14/03/2019,NaN,NaN
ticket1821.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1822.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1823.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1826.json,A28670396,No,0,NaN,25/02/2019,21,NaN
ticket1827.json,A28670396,No,0,NaN,25/02/2019,21,NaN
ticket1829.json,NaN,No,0,NaN,20/03/2020,4,NaN
ticket183.json,NaN,No,2.27,simplificadat/3359,15/11/2019,NaN,NaN
ticket1830.json,A78492782,No,6.42,esmodoñedo33989,Invalid date,10,NaN
ticket1831.json,B90077850,No,90,19-02-2019 15:01,19/02/2019,10,NaN
ticket1832.json,B10464154,No,8.69,pedido,20/02/2019,NaN,NaN
ticket1833.json,NaN,No,2.5,NaN,16/02/2020,NaN,NaN
ticket1834.json,A28670396,No,0,NaN,19/02/2019,21,NaN
ticket1835.json,NaN,No,0,NaN,20/03/2020,NaN,NaN
ticket1838.json,NaN,No,3.21,42794,04/03/2020,21,NaN
ticket1839.json,NaN,No,8984,NaN,13/02/2019,NaN,NaN
ticket184.json,NaN,No,2.9,NaN,Invalid date,10,NaN
ticket1840.json,NaN,No,8984,NaN,11/02/2019,NaN,NaN
ticket1841.json,A13048434,No,11.9,NaN,28/02/2019,10,NaN
ticket1842.json,NaN,No,7.99,plazovoluc15diascoserve,Invalid date,NaN,NaN
ticket1843.json,NaN,No,12.9,NaN,20/03/2020,NaN,NaN
ticket1844.json,A82492729,No,0,NaN,06/02/2019,21,NaN
ticket1845.json,A82492729,No,0,NaN,04/02/2019,21,NaN
ticket1846.json,B83244160,No,8984,opercajafecha/hora/turo,Invalid date,10,NaN
ticket1847.json,NaN,No,0,licecia,13/02/2019,NaN,NaN
ticket1848.json,NaN,No,8984,NaN,21/02/2019,NaN,NaN
ticket1849.json,NaN,No,0,simplificada,19/02/2019,10,NaN
ticket185.json,NaN,No,3.3,NaN,Invalid date,NaN,NaN
ticket1850.json,NaN,No,20,NaN,12/03/2019,NaN,NaN
ticket1851.json,NaN,No,140.3,fecha:59135,07/03/2019,NaN,NaN
ticket1852.json,NaN,No,8422,(copia),01/03/2020,NaN,NaN
ticket1855.json,NaN,No,4.8,NaN,Invalid date,NaN,NaN
ticket1856.json,NaN,No,8331,NaN,19/02/2019,NaN,NaN
ticket1857.json,A82492729,No,0,NaN,18/02/2019,21,NaN
ticket1858.json,A82492729,No,0,NaN,19/02/2019,21,NaN
ticket1859.json,A82492729,No,0,NaN,18/02/2019,21,NaN
